intensity,two_theta_deg,theta_deg,theta_rad,sintheta,two_sin_theta,d-spacing,sin_squared_theta
72.7,2.5,1.25,0.021816616,0.021814885,0.04362977,35.29700013,0.000475889
72.8,10,5,0.087266463,0.087155743,0.174311485,8.834759199,0.007596123
72.9,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
73,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
73.1,7.5,3.75,0.065449847,0.065403129,0.130806258,11.77313699,0.004277569
73.2,2,1,0.017453293,0.017452406,0.034904813,44.11999014,0.000304586
73.3,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
73.4,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
73.5,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
73.6,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
73.7,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
73.8,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
73.9,22.5,11.25,0.196349541,0.195090322,0.390180644,3.94688979,0.038060234
74,29,14.5,0.253072742,0.250380004,0.500760008,3.075325455,0.062690146
74.1,12,6,0.104719755,0.104528463,0.209056927,7.36641462,0.0109262
74.2,17.5,8.75,0.15271631,0.152123386,0.304246772,5.061680648,0.023141525
74.3,12.5,6.25,0.109083078,0.108866875,0.21773375,7.072858489,0.011851996
74.4,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
74.5,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
74.6,8,4,0.06981317,0.069756474,0.139512947,11.03840201,0.004865966
74.7,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
74.8,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
74.9,14.5,7.25,0.126536371,0.126198969,0.252397938,6.101476147,0.01592618
75,14,7,0.122173048,0.121869343,0.243738687,6.318241967,0.014852137
75.1,11.5,5.75,0.100356432,0.100188062,0.200376123,7.685546437,0.010037648
75.2,13,6.5,0.113446401,0.113203214,0.226406428,6.801927033,0.012814968
75.3,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
75.4,10,5,0.087266463,0.087155743,0.174311485,8.834759199,0.007596123
75.5,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
75.6,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
75.7,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
75.8,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
75.9,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
76,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
76.1,2,1,0.017453293,0.017452406,0.034904813,44.11999014,0.000304586
76.2,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
76.3,2.5,1.25,0.021816616,0.021814885,0.04362977,35.29700013,0.000475889
76.4,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
76.5,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
76.6,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
76.7,2.5,1.25,0.021816616,0.021814885,0.04362977,35.29700013,0.000475889
76.8,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
76.9,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
77,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
77.1,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
77.2,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
77.3,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
77.4,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
77.5,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
77.6,1.5,0.75,0.013089969,0.013089596,0.026179191,58.82534688,0.000171338
77.7,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
77.8,6,3,0.052359878,0.052335956,0.104671912,14.71263841,0.002739052
77.9,6,3,0.052359878,0.052335956,0.104671912,14.71263841,0.002739052
78,1.5,0.75,0.013089969,0.013089596,0.026179191,58.82534688,0.000171338
78.1,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
78.2,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
78.3,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
78.4,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
78.5,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
78.6,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
78.7,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
78.8,9.5,4.75,0.082903139,0.082808208,0.165616415,9.298595189,0.006857199
78.9,9,4.5,0.078539816,0.078459096,0.156918191,9.814031029,0.00615583
79,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
79.1,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
79.2,9,4.5,0.078539816,0.078459096,0.156918191,9.814031029,0.00615583
79.3,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
79.4,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
79.5,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
79.6,13,6.5,0.113446401,0.113203214,0.226406428,6.801927033,0.012814968
79.7,10.5,5.25,0.091629786,0.091501619,0.183003237,8.41515168,0.008372546
79.8,13,6.5,0.113446401,0.113203214,0.226406428,6.801927033,0.012814968
79.9,10,5,0.087266463,0.087155743,0.174311485,8.834759199,0.007596123
80,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
80.1,8,4,0.06981317,0.069756474,0.139512947,11.03840201,0.004865966
80.2,6,3,0.052359878,0.052335956,0.104671912,14.71263841,0.002739052
80.3,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
80.4,8,4,0.06981317,0.069756474,0.139512947,11.03840201,0.004865966
80.5,9,4.5,0.078539816,0.078459096,0.156918191,9.814031029,0.00615583
80.6,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
80.7,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
80.8,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
80.9,8,4,0.06981317,0.069756474,0.139512947,11.03840201,0.004865966
81,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
81.1,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
81.2,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
81.3,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
81.4,6,3,0.052359878,0.052335956,0.104671912,14.71263841,0.002739052
81.5,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
81.6,7.5,3.75,0.065449847,0.065403129,0.130806258,11.77313699,0.004277569
81.7,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
81.8,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
81.9,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
82,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
82.1,9,4.5,0.078539816,0.078459096,0.156918191,9.814031029,0.00615583
82.2,14,7,0.122173048,0.121869343,0.243738687,6.318241967,0.014852137
82.3,54,27,0.471238898,0.4539905,0.907980999,1.696070734,0.206107374
82.4,41.5,20.75,0.36215582,0.354291038,0.708582076,2.173354439,0.12552214
82.5,23,11.5,0.200712864,0.199367934,0.398735869,3.862205837,0.039747573
82.6,33.5,16.75,0.29234265,0.288196268,0.576392536,2.671790322,0.083057089
82.7,12,6,0.104719755,0.104528463,0.209056927,7.36641462,0.0109262
82.8,9,4.5,0.078539816,0.078459096,0.156918191,9.814031029,0.00615583
82.9,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
83,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
83.1,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
83.2,2,1,0.017453293,0.017452406,0.034904813,44.11999014,0.000304586
83.3,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
83.4,2,1,0.017453293,0.017452406,0.034904813,44.11999014,0.000304586
83.5,2,1,0.017453293,0.017452406,0.034904813,44.11999014,0.000304586
83.6,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
83.7,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
83.8,1.5,0.75,0.013089969,0.013089596,0.026179191,58.82534688,0.000171338
83.9,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
84,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
84.1,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
84.2,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
84.3,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
84.4,1.5,0.75,0.013089969,0.013089596,0.026179191,58.82534688,0.000171338
84.5,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
84.6,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
84.7,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
84.8,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
84.9,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
85,1.5,0.75,0.013089969,0.013089596,0.026179191,58.82534688,0.000171338
85.1,2,1,0.017453293,0.017452406,0.034904813,44.11999014,0.000304586
85.2,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
85.3,1,0.5,0.008726646,0.008726535,0.017453071,88.23662038,7.62E-05
85.4,2.5,1.25,0.021816616,0.021814885,0.04362977,35.29700013,0.000475889
85.5,1.5,0.75,0.013089969,0.013089596,0.026179191,58.82534688,0.000171338
85.6,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
85.7,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
85.8,2,1,0.017453293,0.017452406,0.034904813,44.11999014,0.000304586
85.9,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
86,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
86.1,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
86.2,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
86.3,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
86.4,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
86.5,9,4.5,0.078539816,0.078459096,0.156918191,9.814031029,0.00615583
86.6,7.5,3.75,0.065449847,0.065403129,0.130806258,11.77313699,0.004277569
86.7,14.5,7.25,0.126536371,0.126198969,0.252397938,6.101476147,0.01592618
86.8,13,6.5,0.113446401,0.113203214,0.226406428,6.801927033,0.012814968
86.9,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
87,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
87.1,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
87.2,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
87.3,8,4,0.06981317,0.069756474,0.139512947,11.03840201,0.004865966
87.4,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
87.5,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
87.6,2,1,0.017453293,0.017452406,0.034904813,44.11999014,0.000304586
87.7,2.5,1.25,0.021816616,0.021814885,0.04362977,35.29700013,0.000475889
87.8,2.5,1.25,0.021816616,0.021814885,0.04362977,35.29700013,0.000475889
87.9,2,1,0.017453293,0.017452406,0.034904813,44.11999014,0.000304586
88,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
88.1,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
88.2,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
88.3,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
88.4,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
88.5,2.5,1.25,0.021816616,0.021814885,0.04362977,35.29700013,0.000475889
88.6,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
88.7,6,3,0.052359878,0.052335956,0.104671912,14.71263841,0.002739052
88.8,2.5,1.25,0.021816616,0.021814885,0.04362977,35.29700013,0.000475889
88.9,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
89,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
89.1,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
89.2,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
89.3,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
89.4,11.5,5.75,0.100356432,0.100188062,0.200376123,7.685546437,0.010037648
89.5,22,11,0.191986218,0.190808995,0.381617991,4.035449159,0.036408073
89.6,43,21.5,0.375245789,0.366501227,0.733002453,2.100947947,0.134323149
89.7,21.5,10.75,0.187622895,0.186524036,0.373048072,4.128154293,0.034791216
89.8,25,12.5,0.218166156,0.216439614,0.432879228,3.557574263,0.046846106
89.9,23.5,11.75,0.205076187,0.203641751,0.407283502,3.781149964,0.041469963
90,20,10,0.174532925,0.173648178,0.347296355,4.434253272,0.03015369
90.1,13.5,6.75,0.117809725,0.117537397,0.235074795,6.551106428,0.01381504
90.2,9,4.5,0.078539816,0.078459096,0.156918191,9.814031029,0.00615583
90.3,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
90.4,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
90.5,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
90.6,2.5,1.25,0.021816616,0.021814885,0.04362977,35.29700013,0.000475889
90.7,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
90.8,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
90.9,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
91,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
91.1,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
91.2,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
91.3,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
91.4,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
91.5,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
91.6,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
91.7,7.5,3.75,0.065449847,0.065403129,0.130806258,11.77313699,0.004277569
91.8,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
91.9,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
92,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
92.1,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
92.2,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
92.3,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
92.4,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
92.5,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
92.6,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
92.7,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
92.8,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
92.9,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
93,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
93.1,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
93.2,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
93.3,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
93.4,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
93.5,8,4,0.06981317,0.069756474,0.139512947,11.03840201,0.004865966
93.6,6,3,0.052359878,0.052335956,0.104671912,14.71263841,0.002739052
93.7,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
93.8,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
93.9,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
94,7.5,3.75,0.065449847,0.065403129,0.130806258,11.77313699,0.004277569
94.1,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
94.2,7.5,3.75,0.065449847,0.065403129,0.130806258,11.77313699,0.004277569
94.3,9.5,4.75,0.082903139,0.082808208,0.165616415,9.298595189,0.006857199
94.4,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
94.5,16,8,0.13962634,0.139173101,0.278346202,5.532678331,0.019369152
94.6,12,6,0.104719755,0.104528463,0.209056927,7.36641462,0.0109262
94.7,15,7.5,0.130899694,0.130526192,0.261052384,5.899199133,0.017037087
94.8,14,7,0.122173048,0.121869343,0.243738687,6.318241967,0.014852137
94.9,7.5,3.75,0.065449847,0.065403129,0.130806258,11.77313699,0.004277569
95,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
95.1,6,3,0.052359878,0.052335956,0.104671912,14.71263841,0.002739052
95.2,6,3,0.052359878,0.052335956,0.104671912,14.71263841,0.002739052
95.3,7.5,3.75,0.065449847,0.065403129,0.130806258,11.77313699,0.004277569
95.4,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
95.5,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
95.6,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
95.7,1.5,0.75,0.013089969,0.013089596,0.026179191,58.82534688,0.000171338
95.8,2.5,1.25,0.021816616,0.021814885,0.04362977,35.29700013,0.000475889
95.9,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
96,2.5,1.25,0.021816616,0.021814885,0.04362977,35.29700013,0.000475889
96.1,2.5,1.25,0.021816616,0.021814885,0.04362977,35.29700013,0.000475889
96.2,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
96.3,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
96.4,2.5,1.25,0.021816616,0.021814885,0.04362977,35.29700013,0.000475889
96.5,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
96.6,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
96.7,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
96.8,2,1,0.017453293,0.017452406,0.034904813,44.11999014,0.000304586
96.9,7.5,3.75,0.065449847,0.065403129,0.130806258,11.77313699,0.004277569
97,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
97.1,2,1,0.017453293,0.017452406,0.034904813,44.11999014,0.000304586
97.2,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
97.3,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
97.4,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
97.5,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
97.6,2,1,0.017453293,0.017452406,0.034904813,44.11999014,0.000304586
97.7,1.5,0.75,0.013089969,0.013089596,0.026179191,58.82534688,0.000171338
97.8,2,1,0.017453293,0.017452406,0.034904813,44.11999014,0.000304586
97.9,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
98,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
98.1,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
98.2,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
98.3,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
98.4,1,0.5,0.008726646,0.008726535,0.017453071,88.23662038,7.62E-05
98.5,3.5,1.75,0.030543262,0.030538513,0.061077026,25.21406313,0.000932601
98.6,4.5,2.25,0.039269908,0.039259816,0.078519632,19.61292953,0.001541333
98.7,9,4.5,0.078539816,0.078459096,0.156918191,9.814031029,0.00615583
98.8,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
98.9,21,10.5,0.183259571,0.182235525,0.364471051,4.225301285,0.033209787
99,21.5,10.75,0.187622895,0.186524036,0.373048072,4.128154293,0.034791216
99.1,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
99.2,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
99.3,15,7.5,0.130899694,0.130526192,0.261052384,5.899199133,0.017037087
99.4,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
99.5,6,3,0.052359878,0.052335956,0.104671912,14.71263841,0.002739052
99.6,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
99.7,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
99.8,4,2,0.034906585,0.034899497,0.069798993,22.06335543,0.001217975
99.9,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
100,3,1.5,0.026179939,0.026176948,0.052353897,29.41519351,0.000685233
